Date,Price,Volume,Change %
2016-04-19,41.08,101.73,3.27%
2016-04-18,39.78,342.46,-1.44%
2016-04-15,40.36,520.15,-2.75%
2016-04-14,41.5,488.61,-0.62%
2016-04-13,41.76,730.44,-0.97%
2016-04-12,42.17,796.84,4.48%
2016-04-11,40.36,679.35,1.61%
2016-04-08,39.72,817.23,6.60%
2016-04-07,37.26,626.75,-1.30%
2016-04-06,37.75,751.05,5.18%
2016-04-05,35.89,485.54,0.53%
2016-04-04,35.7,549.48,-2.96%
2016-04-01,36.79,547.19,-4.04%
2016-03-31,38.34,532.15,0.05%
2016-03-30,38.32,542.47,0.10%
2016-03-29,38.28,488.03,-2.82%
2016-03-28,39.39,299.78,-0.18%
2016-03-24,39.46,495.17,-0.83%
2016-03-23,39.79,492.0,-4.00%
2016-03-22,41.45,463.69,3.86%
2016-03-21,39.91,31.92,1.19%
2016-03-18,39.44,130.15,-1.89%
2016-03-17,40.2,298.01,4.52%
2016-03-16,38.46,494.17,5.83%
2016-03-15,36.34,446.1,-2.26%
2016-03-14,37.18,489.94,-3.43%
2016-03-11,38.5,564.79,1.74%
2016-03-10,37.84,701.44,-1.18%
2016-03-09,38.29,740.63,4.90%
2016-03-08,36.5,706.93,-3.69%
2016-03-07,37.9,709.87,5.51%
2016-03-04,35.92,578.29,3.91%
2016-03-03,34.57,512.96,-0.26%
2016-03-02,34.66,597.83,0.76%
2016-03-01,34.4,566.23,1.93%
2016-02-29,33.75,512.47,2.96%
2016-02-26,32.78,646.29,-0.88%
2016-02-25,33.07,611.87,2.86%
2016-02-24,32.15,652.25,0.88%
2016-02-23,31.87,539.38,1.24%
2016-02-22,31.48,26.32,6.21%
2016-02-19,29.64,103.2,-3.67%
2016-02-18,30.77,225.5,0.36%
2016-02-17,30.66,578.64,5.58%
2016-02-16,29.04,651.96,-5.11%
2016-02-15,30.6,675.4324999999999,5.26%
2016-02-14,29.08,699.630625,-1.24%
2016-02-12,29.44,675.16,12.32%
2016-02-11,26.21,795.97,-4.52%
2016-02-10,27.45,781.28,-1.75%
2016-02-09,27.94,738.22,-5.89%
2016-02-08,29.69,603.65,-3.88%
2016-02-05,30.89,616.53,-2.62%
2016-02-04,31.72,696.72,-1.73%
2016-02-03,32.28,811.7,8.03%
2016-02-02,29.88,602.56,-5.50%
2016-02-01,31.62,595.61,-5.95%
2016-01-29,33.62,618.11,1.20%
2016-01-28,33.22,833.38,2.85%
2016-01-27,32.3,738.55,2.70%
2016-01-26,31.45,642.43,3.66%
2016-01-25,30.34,606.89,-5.75%
2016-01-22,32.19,636.57,9.01%
2016-01-21,29.53,694.04,11.22%
2016-01-20,26.55,32.11,-6.71%
2016-01-19,28.46,188.03,-5.21%
2016-01-18,30.02,271.78499999999997,0.94%
2016-01-17,29.75,331.70375,1.10%
2016-01-15,29.42,329.09,-5.71%
2016-01-14,31.2,537.91,2.36%
2016-01-13,30.48,637.9,0.13%
2016-01-12,30.44,627.22,-3.09%
2016-01-11,31.41,648.64,-5.28%
2016-01-08,33.16,596.5,-0.33%
2016-01-07,33.27,617.41,-2.06%
2016-01-06,33.97,563.81,-5.56%
2016-01-05,35.97,410.13,-2.15%
2016-01-04,36.76,431.99,-0.76%
2015-12-31,37.04,283.62,1.20%
2015-12-30,36.6,267.91,-3.35%
2015-12-29,37.87,241.95,2.88%
2015-12-28,36.81,220.64,-3.39%
2015-12-24,38.1,205.87,1.60%
2015-12-23,37.5,374.66,3.76%
2015-12-22,36.14,302.26,4.03%
2015-12-21,34.74,27.29,0.03%
2015-12-18,34.73,116.04,-0.63%
2015-12-17,34.95,196.23,-1.60%
2015-12-16,35.52,402.97,-4.90%
2015-12-15,37.35,474.16,2.86%
2015-12-14,36.31,550.48,1.94%
2015-12-11,35.62,505.41,-3.10%
2015-12-10,36.76,513.94,-1.08%
2015-12-09,37.16,646.17,-0.93%
2015-12-08,37.51,767.18,-0.37%
2015-12-07,37.65,635.41,-5.80%
2015-12-04,39.97,510.76,-2.70%
2015-12-03,41.08,496.88,2.85%
2015-12-02,39.94,545.29,-4.56%
2015-12-01,41.85,415.54,0.48%
2015-11-30,41.65,369.51,-0.14%
2015-11-27,41.71,316.48,-2.07%
2015-11-26,42.59,374.8625,-1.05%
2015-11-25,43.04,383.16,0.40%
2015-11-24,42.87,430.3,2.68%
2015-11-23,41.75,516.19,3.37%
2015-11-20,40.39,33.71,-0.37%
2015-11-19,40.54,131.36,-0.52%
2015-11-18,40.75,251.52,0.20%
2015-11-17,40.67,363.71,-2.56%
2015-11-16,41.74,535.18,2.45%
2015-11-13,40.74,480.89,-2.42%
2015-11-12,41.75,545.35,-2.75%
2015-11-11,42.93,502.37,-2.90%
2015-11-10,44.21,445.97,0.78%
2015-11-09,43.87,487.99,-0.95%
2015-11-06,44.29,448.13,-2.01%
2015-11-05,45.2,437.65,-2.42%
2015-11-04,46.32,459.31,-3.30%
2015-11-03,47.9,434.57,3.81%
2015-11-02,46.14,305.52,-0.97%
2015-10-30,46.59,363.31,1.15%
2015-10-29,46.06,436.51,0.26%
2015-10-28,45.94,521.52,6.34%
2015-10-27,43.2,370.83,-1.77%
2015-10-26,43.98,302.08,-1.39%
2015-10-23,44.6,406.58,-1.72%
2015-10-22,45.38,322.74,0.40%
2015-10-21,45.2,384.29,-0.77%
2015-10-20,45.55,38.95,-0.74%
2015-10-19,45.89,125.84,-2.90%
2015-10-16,47.26,198.13,1.90%
2015-10-15,46.38,370.94,-0.56%
2015-10-14,46.64,348.24,-0.04%
2015-10-13,46.66,465.39,-0.93%
2015-10-12,47.1,408.66,-5.10%
2015-10-09,49.63,508.68,0.40%
2015-10-08,49.43,509.76,3.39%
2015-10-07,47.81,547.49,-1.48%
2015-10-06,48.53,453.1,4.91%
2015-10-05,46.26,323.06,1.58%
2015-10-02,45.54,420.74,1.79%
2015-10-01,44.74,478.98,-0.78%
2015-09-30,45.09,355.85,-0.31%
2015-09-29,45.23,265.18,1.80%
2015-09-28,44.43,273.91,-2.78%
2015-09-25,45.7,338.62,1.76%
2015-09-24,44.91,371.98,0.97%
2015-09-23,44.48,411.96,-2.95%
2015-09-22,45.83,29.99,-1.82%
2015-09-21,46.68,104.53,4.48%
2015-09-18,44.68,211.3,-4.73%
2015-09-17,46.9,366.39,-0.53%
2015-09-16,47.15,421.98,5.74%
2015-09-15,44.59,335.95,1.34%
2015-09-14,44.0,326.27,-1.41%
2015-09-11,44.63,395.84,-2.81%
2015-09-10,45.92,498.99,4.01%
2015-09-09,44.15,422.74,-3.90%
2015-09-08,45.94,508.82,2.77%
2015-09-07,44.7,464.16,-2.23%
2015-09-06,45.72,474.51500000000004,-0.72%
2015-09-04,46.05,385.63,-1.50%
2015-09-03,46.75,539.45,1.08%
2015-09-02,46.25,689.3,1.85%
2015-09-01,45.41,713.42,-7.70%
2015-08-31,49.2,757.5,8.80%
2015-08-28,45.22,666.33,6.25%
2015-08-27,42.56,533.68,10.26%
2015-08-26,38.6,368.72,-1.81%
2015-08-25,39.31,375.65,2.80%
2015-08-24,38.24,468.37,-5.46%
2015-08-21,40.45,377.18,-1.68%
2015-08-20,41.14,24.78,0.83%
2015-08-19,40.8,107.58,-4.27%
2015-08-18,42.62,200.19,1.79%
2015-08-17,41.87,314.28,-1.48%
2015-08-14,42.5,317.21,0.64%
2015-08-13,42.23,420.15,-2.47%
2015-08-12,43.3,492.27,0.51%
2015-08-11,43.08,538.01,-4.18%
2015-08-10,44.96,491.43,2.48%
2015-08-07,43.87,400.07,-1.77%
2015-08-06,44.66,360.98,-1.09%
2015-08-05,45.15,367.33,-1.29%
2015-08-04,45.74,285.79,1.26%
2015-08-03,45.17,371.09,-4.14%
2015-07-31,47.12,334.47,-2.89%
2015-07-30,48.52,247.66,-0.55%
2015-07-29,48.79,366.89,1.69%
2015-07-28,47.98,338.11,1.24%
2015-07-27,47.39,273.61,-1.56%
2015-07-24,48.14,278.23,-0.64%
2015-07-23,48.45,316.06,-1.50%
2015-07-22,49.19,347.99,-2.32%
2015-07-21,50.36,23.13,0.42%
2015-07-20,50.15,102.6,-1.45%
2015-07-17,50.89,203.49,-0.04%
2015-07-16,50.91,319.17,-0.97%
2015-07-15,51.41,334.56,-3.07%
2015-07-14,53.04,422.76,1.61%
2015-07-13,52.2,359.48,-1.02%
2015-07-10,52.74,349.08,-0.08%
2015-07-09,52.78,382.33,2.19%
2015-07-08,51.65,434.75,-1.30%
2015-07-07,52.33,527.27,-0.38%
2015-07-06,52.53,540.61,-5.39%
2015-07-03,55.52,434.58500000000004,-2.48%
2015-07-02,56.93,297.05,-0.05%
2015-07-01,56.96,373.41,-4.22%
2015-06-30,59.47,282.48,1.95%
2015-06-29,58.33,286.04,-2.18%
2015-06-26,59.63,231.96,-0.12%
2015-06-25,59.7,222.34,-0.95%
2015-06-24,60.27,312.99,-1.21%
2015-06-23,61.01,336.22,2.23%
2015-06-22,59.68,26.74,0.12%
2015-06-19,59.61,116.66,-1.39%
2015-06-18,60.45,181.88,0.88%
2015-06-17,59.92,396.16,-0.08%
2015-06-16,59.97,233.94,0.76%
2015-06-15,59.52,275.19,-0.73%
2015-06-12,59.96,246.9,-1.33%
2015-06-11,60.77,352.42,-1.07%
2015-06-10,61.43,459.77,2.14%
2015-06-09,60.14,405.49,3.44%
2015-06-08,58.14,339.85,-1.67%
2015-06-05,59.13,461.02,1.95%
2015-06-04,58.0,363.35,-2.75%
2015-06-03,59.64,371.3,-2.64%
2015-06-02,61.26,344.51,1.76%
2015-06-01,60.2,292.19,-0.17%
2015-05-29,60.3,452.22,4.54%
2015-05-28,57.68,340.68,0.30%
2015-05-27,57.51,314.92,-0.90%
2015-05-26,58.03,330.13,-3.03%
2015-05-25,59.85,301.28249999999997,-0.12%
2015-05-24,59.92,297.87312499999996,0.33%
2015-05-22,59.72,230.31,-1.65%
2015-05-21,60.72,329.77,2.95%
2015-05-20,58.98,287.13,3.00%
2015-05-19,57.26,30.3,-3.65%
2015-05-18,59.43,144.39,-0.44%
2015-05-15,59.69,222.09,-0.32%
2015-05-14,59.88,361.43,-1.02%
2015-05-13,60.5,426.84,-0.41%
2015-05-12,60.75,397.35,2.53%
2015-05-11,59.25,332.69,-0.24%
2015-05-08,59.39,434.58,0.76%
2015-05-07,58.94,437.02,-3.27%
2015-05-06,60.93,423.58,0.88%
2015-05-05,60.4,389.74,2.49%
2015-05-04,58.93,215.05,-0.37%
2015-05-01,59.15,244.75,-0.80%
2015-04-30,59.63,340.32,1.79%
2015-04-29,58.58,411.1,2.66%
2015-04-28,57.06,281.86,0.12%
2015-04-27,56.99,250.56,-0.28%
2015-04-24,57.15,328.32,-1.02%
2015-04-23,57.74,415.57,2.81%
2015-04-22,56.16,329.63,1.63%
2015-04-21,55.26,29.6,-1.99%
2015-04-20,56.38,112.38,1.15%
2015-04-17,55.74,230.62,-1.71%
2015-04-16,56.71,413.13,0.57%
2015-04-15,56.39,508.9,5.82%
2015-04-14,53.29,431.03,2.66%
2015-04-13,51.91,375.53,0.52%
2015-04-10,51.64,395.14,1.67%
2015-04-09,50.79,449.53,0.73%
2015-04-08,50.42,552.63,-6.60%
2015-04-07,53.98,548.87,3.53%
2015-04-06,52.14,325.28,6.11%
2015-04-03,49.14,444.65999999999997,0.00%
2015-04-02,49.14,453.39,-1.90%
2015-04-01,50.09,451.1,5.23%
2015-03-31,47.6,365.75,-2.22%
2015-03-30,48.68,355.87,-0.39%
2015-03-27,48.87,384.09,-4.98%
2015-03-26,51.43,515.28,4.51%
2015-03-25,49.21,398.8,3.58%
2015-03-24,47.51,309.55,0.13%
2015-03-23,47.45,292.42,3.78%
2015-03-20,45.72,22.46,4.00%
2015-03-19,43.96,106.91,-1.57%
2015-03-18,44.66,220.64,2.76%
2015-03-17,43.46,346.31,-0.96%
2015-03-16,43.88,367.6,-2.14%
2015-03-13,44.84,395.72,-4.70%
2015-03-12,47.05,358.38,-2.33%
2015-03-11,48.17,404.59,-0.25%
2015-03-10,48.29,395.76,-3.42%
2015-03-09,50.0,409.88,0.79%
2015-03-06,49.61,406.84,-2.27%
2015-03-05,50.76,370.95,-1.49%
2015-03-04,51.53,463.99,2.00%
2015-03-03,50.52,370.6,1.88%
2015-03-02,49.59,427.18,-0.34%
2015-02-27,49.76,399.49,3.30%
2015-02-26,48.17,459.58,-5.53%
2015-02-25,50.99,429.52,3.47%
2015-02-24,49.28,293.1,-0.34%
2015-02-23,49.45,475.38,-1.77%
2015-02-20,50.34,30.66,-1.60%
2015-02-19,51.16,125.21,-1.88%
2015-02-18,52.14,257.48,-2.60%
2015-02-17,53.53,518.8,-0.15%
2015-02-16,53.61,444.25249999999994,-0.82%
2015-02-15,54.06,490.94562499999995,2.42%
2015-02-13,52.78,437.07,3.07%
2015-02-12,51.21,563.66,4.85%
2015-02-11,48.84,519.27,-2.36%
2015-02-10,50.02,501.7,-5.37%
2015-02-09,52.86,536.36,2.26%
2015-02-06,51.69,584.98,2.40%
2015-02-05,50.48,596.85,4.19%
2015-02-04,48.45,577.52,-8.67%
2015-02-03,53.05,644.92,7.02%
2015-02-02,49.57,511.41,2.76%
2015-01-30,48.24,454.14,8.33%
2015-01-29,44.53,300.73,0.18%
2015-01-28,44.45,365.44,-3.85%
2015-01-27,46.23,313.14,2.39%
2015-01-26,45.15,310.64,-0.97%
2015-01-23,45.59,374.29,-1.55%
2015-01-22,46.31,426.83,-3.08%
2015-01-21,47.78,340.25,3.00%
2015-01-20,46.39,49.74,-2.91%
2015-01-19,47.78,260.99,-2.18%
2015-01-18,48.85,241.175,0.32%
2015-01-16,48.69,175.63,5.28%
2015-01-15,46.25,478.34,-4.60%
2015-01-14,48.48,510.25,5.64%
2015-01-13,45.89,476.54,-0.39%
2015-01-12,46.07,394.95,-4.74%
2015-01-09,48.36,421.01,-0.88%
2015-01-08,48.79,362.08,0.29%
2015-01-07,48.65,460.08,1.50%
2015-01-06,47.93,451.64,-4.22%
2015-01-05,50.04,375.78,-5.03%
2015-01-02,52.69,268.71,-3.44%
2015-01-01,54.56,274.1425,2.43%
2014-12-31,53.27,233.52,-1.57%
2014-12-30,54.12,218.56,0.95%
2014-12-29,53.61,241.38,-2.05%
2014-12-26,54.73,127.2,-2.13%
2014-12-25,55.92,204.3875,0.14%
2014-12-24,55.84,174.97,-2.24%
2014-12-23,57.12,274.0,3.37%
2014-12-22,55.26,277.32,-2.23%
2014-12-19,56.52,26.47,4.45%
2014-12-18,54.11,106.32,-4.18%
2014-12-17,56.47,351.98,0.97%
2014-12-16,55.93,518.78,0.04%
2014-12-15,55.91,424.95,-3.29%
2014-12-12,57.81,414.22,-3.57%
2014-12-11,59.95,392.49,-1.62%
2014-12-10,60.94,456.17,-4.51%
2014-12-09,63.82,322.8,1.22%
2014-12-08,63.05,330.08,-4.24%
2014-12-05,65.84,276.53,-1.45%
2014-12-04,66.81,237.01,-0.85%
2014-12-03,67.38,293.48,0.75%
2014-12-02,66.88,360.3,-3.07%
2014-12-01,69.0,504.12,4.31%
2014-11-28,66.15,552.88,-3.50%
2014-11-27,68.55,402.45750000000004,-6.98%
2014-11-26,73.69,258.38,-0.54%
2014-11-25,74.09,294.45,-2.23%
2014-11-24,75.78,194.75,-0.95%
2014-11-21,76.51,275.32,1.23%
2014-11-20,75.58,28.25,1.34%
2014-11-19,74.58,116.28,-0.04%
2014-11-18,74.61,186.21,-1.36%
2014-11-17,75.64,279.46,-0.24%
2014-11-14,75.82,355.25,2.17%
2014-11-13,74.21,447.01,-3.85%
2014-11-12,77.18,359.95,-0.98%
2014-11-11,77.94,314.31,0.70%
2014-11-10,77.4,319.49,-1.59%
2014-11-07,78.65,306.08,0.95%
2014-11-06,77.91,292.9,-0.98%
2014-11-05,78.68,447.69,1.93%
2014-11-04,77.19,432.76,-2.02%
2014-11-03,78.78,386.05,-2.19%
2014-10-31,80.54,294.18,-0.71%
2014-10-30,81.12,270.07,-1.31%
2014-10-29,82.2,283.76,0.96%
2014-10-28,81.42,226.07,0.52%
2014-10-27,81.0,285.33,-0.01%
2014-10-24,81.01,272.51,-1.32%
2014-10-23,82.09,354.84,1.95%
2014-10-22,80.52,352.22,-2.77%
2014-10-21,82.81,23.44,0.12%
2014-10-20,82.71,83.7,-0.05%
2014-10-17,82.75,174.14,0.06%
2014-10-16,82.7,424.52,1.12%
2014-10-15,81.78,487.72,-0.07%
2014-10-14,81.84,475.83,-4.55%
2014-10-13,85.74,292.35,-0.09%
2014-10-10,85.82,396.53,0.06%
2014-10-09,85.77,345.02,-1.76%
2014-10-08,87.31,373.75,-1.73%
2014-10-07,88.85,300.11,-1.65%
2014-10-06,90.34,276.61,0.67%
2014-10-03,89.74,342.8,-1.40%
2014-10-02,91.01,449.55,0.31%
2014-10-01,90.73,389.25,-0.47%
2014-09-30,91.16,429.25,-3.61%
2014-09-29,94.57,261.25,1.10%
2014-09-26,93.54,258.89,1.09%
2014-09-25,92.53,248.85,-0.29%
2014-09-24,92.8,282.63,1.35%
2014-09-23,91.56,247.77,0.04%
2014-09-22,91.52,23.94,-0.96%
2014-09-19,92.41,92.78,-0.71%
2014-09-18,93.07,170.77,-1.43%
2014-09-17,94.42,305.83,-0.48%
2014-09-16,94.88,294.72,2.11%
2014-09-15,92.92,260.51,0.70%
2014-09-12,92.27,297.77,-0.60%
2014-09-11,92.83,403.18,1.27%
2014-09-10,91.67,295.31,-1.16%
2014-09-09,92.75,275.88,0.10%
2014-09-08,92.66,277.99,-0.68%
2014-09-05,93.29,261.39,-1.23%
2014-09-04,94.45,254.14,-1.14%
2014-09-03,95.54,294.4,2.86%
2014-09-02,92.88,320.36,-3.08%
2014-09-01,95.83,278.005,-0.14%
2014-08-29,95.96,234.97,1.49%
2014-08-28,94.55,262.29,0.71%
2014-08-27,93.88,174.91,0.02%
2014-08-26,93.86,176.28,0.55%
2014-08-25,93.35,137.42,-0.32%
2014-08-22,93.65,191.46,-0.33%
2014-08-21,93.96,226.34,-2.20%
2014-08-20,96.07,22.89,1.68%
2014-08-19,94.48,109.04,-2.00%
2014-08-18,96.41,157.54,-0.97%
2014-08-15,97.35,269.75,1.85%
2014-08-14,95.58,350.62,-2.06%
2014-08-13,97.59,253.7,0.23%
2014-08-12,97.37,242.59,-0.72%
2014-08-11,98.08,241.49,0.44%
2014-08-08,97.65,266.01,0.32%
2014-08-07,97.34,286.53,0.43%
2014-08-06,96.92,263.6,-0.47%
2014-08-05,97.38,242.24,-0.93%
2014-08-04,98.29,204.26,0.42%
2014-08-01,97.88,274.99,-0.30%
2014-07-31,98.17,335.79,-2.09%
2014-07-30,100.27,263.97,-0.69%
2014-07-29,100.97,258.06,-0.69%
2014-07-28,101.67,197.82,-0.41%
2014-07-25,102.09,284.92,0.02%
2014-07-24,102.07,194.4,-1.02%
2014-07-23,103.12,260.65,-1.24%
2014-07-22,104.42,43.19,-0.16%
2014-07-21,104.59,126.99,1.42%
2014-07-18,103.13,172.53,-0.06%
2014-07-17,103.19,342.87,1.97%
2014-07-16,101.2,240.2,1.24%
2014-07-15,99.96,331.2,-0.94%
2014-07-14,100.91,252.68,0.08%
2014-07-11,100.83,272.55,-2.04%
2014-07-10,102.93,238.08,0.63%
2014-07-09,102.29,250.99,-1.07%
2014-07-08,103.4,249.38,-0.13%
2014-07-07,103.53,189.25,-0.22%
2014-07-04,103.76,212.15999999999997,-0.29%
2014-07-03,104.06,169.94,-0.40%
2014-07-02,104.48,240.07,-0.82%
2014-07-01,105.34,221.69,-0.03%
2014-06-30,105.37,215.33,-0.35%
2014-06-27,105.74,128.98,-0.09%
2014-06-26,105.84,195.72,-0.62%
2014-06-25,106.5,249.06,0.44%
2014-06-24,106.03,175.21,-0.13%
2014-06-23,106.17,175.47,-1.02%
2014-06-20,107.26,31.67,0.78%
2014-06-19,106.43,123.12,0.43%
2014-06-18,105.97,176.26,-0.37%
2014-06-17,106.36,252.97,-0.51%
2014-06-16,106.9,204.79,-0.01%
2014-06-13,106.91,255.39,0.36%
2014-06-12,106.53,321.5,2.04%
2014-06-11,104.4,187.73,0.05%
2014-06-10,104.35,255.6,-0.06%
2014-06-09,104.41,246.72,1.70%
2014-06-06,102.66,197.76,0.18%
2014-06-05,102.48,200.4,-0.16%
2014-06-04,102.64,208.54,-0.02%
2014-06-03,102.66,160.21,0.19%
2014-06-02,102.47,159.04,-0.23%
2014-05-30,102.71,169.73,-0.84%
2014-05-29,103.58,205.51,0.84%
2014-05-28,102.72,239.13,-1.34%
2014-05-27,104.11,174.39,-0.16%
2014-05-26,104.28,183.315,-0.07%
2014-05-23,104.35,160.56,0.59%
2014-05-22,103.74,159.18,-0.32%
2014-05-21,104.07,272.13,1.59%
2014-05-20,102.44,48.32,-0.17%
2014-05-19,102.61,121.11,0.58%
2014-05-16,102.02,147.9,0.51%
2014-05-15,101.5,276.06,-0.85%
2014-05-14,102.37,234.48,0.66%
2014-05-13,101.7,253.59,1.10%
2014-05-12,100.59,211.65,0.60%
2014-05-09,99.99,271.34,-0.27%
2014-05-08,100.26,252.61,-0.51%
2014-05-07,100.77,291.27,1.28%
2014-05-06,99.5,251.21,0.02%
2014-05-05,99.48,190.0,-0.28%
2014-05-02,99.76,213.63,0.34%
2014-05-01,99.42,235.46,-0.32%
2014-04-30,99.74,282.98,-1.52%
2014-04-29,101.28,218.69,0.44%
2014-04-28,100.84,231.59,0.24%
2014-04-25,100.6,221.6,-1.31%
2014-04-24,101.94,202.28,0.49%
2014-04-23,101.44,250.65,-0.68%
2014-04-22,102.13,46.49,-2.15%
2014-04-21,104.37,115.1,0.07%
2014-04-17,104.3,191.34,0.52%
2014-04-16,103.76,279.39,0.01%
2014-04-15,103.75,215.85,-0.29%
2014-04-14,104.05,237.21,0.30%
2014-04-11,103.74,261.92,0.33%
2014-04-10,103.4,222.17,-0.19%
2014-04-09,103.6,324.66,1.01%
2014-04-08,102.56,299.55,2.11%
2014-04-07,100.44,254.88,-0.69%
2014-04-04,101.14,193.53,0.85%
2014-04-03,100.29,195.43,0.67%
2014-04-02,99.62,231.6,-0.12%
2014-04-01,99.74,237.56,-1.81%
2014-03-31,101.58,167.57,-0.09%
2014-03-28,101.67,166.33,0.39%
2014-03-27,101.28,202.2,1.02%
2014-03-26,100.26,211.37,1.08%
2014-03-25,99.19,217.01,-0.41%
2014-03-24,99.6,151.71,0.14%
2014-03-21,99.46,191.29,0.03%
2014-03-20,99.43,33.88,-0.94%
2014-03-19,100.37,110.32,0.67%
2014-03-18,99.7,192.51,1.65%
2014-03-17,98.08,227.39,-0.82%
2014-03-14,98.89,226.3,0.70%
2014-03-13,98.2,268.07,0.21%
2014-03-12,97.99,416.93,-2.04%
2014-03-11,100.03,294.2,-1.08%
2014-03-10,101.12,225.29,-1.42%
2014-03-07,102.58,226.15,1.00%
2014-03-06,101.56,291.85,0.11%
2014-03-05,101.45,267.84,-1.82%
2014-03-04,103.33,210.01,-1.52%
2014-03-03,104.92,295.82,2.27%
2014-02-28,102.59,178.28,0.19%
2014-02-27,102.4,196.49,-0.19%
2014-02-26,102.59,196.52,0.75%
2014-02-25,101.83,187.22,-0.96%
2014-02-24,102.82,177.86,0.61%
2014-02-21,102.2,173.26,-0.70%
2014-02-20,102.92,36.26,-0.38%
2014-02-19,103.31,116.16,0.86%
2014-02-18,102.43,177.37,1.83%
2014-02-17,100.58,186.2575,0.28%
2014-02-14,100.3,229.78,-0.05%
2014-02-13,100.35,221.72,-0.02%
2014-02-12,100.37,318.69,0.43%
2014-02-11,99.94,233.93,-0.12%
2014-02-10,100.06,251.13,0.18%
2014-02-07,99.88,270.41,2.09%
2014-02-06,97.84,234.28,0.47%
2014-02-05,97.38,237.67,0.20%
2014-02-04,97.19,204.28,0.79%
2014-02-03,96.43,293.31,-1.09%
2014-01-31,97.49,253.46,-0.75%
2014-01-30,98.23,199.42,0.89%
2014-01-29,97.36,200.49,-0.05%
2014-01-28,97.41,206.49,1.77%
2014-01-27,95.72,235.11,-0.95%
2014-01-24,96.64,239.67,-0.70%
2014-01-23,97.32,274.08,0.61%
2014-01-22,96.73,252.35,1.83%
2014-01-21,94.99,35.63,1.12%
2014-01-20,93.93,143.2525,-0.46%
2014-01-17,94.37,119.89,0.44%
2014-01-16,93.96,165.14,-0.22%
2014-01-15,94.17,263.3,1.71%
2014-01-14,92.59,243.47,0.86%
2014-01-13,91.8,212.21,-0.99%
2014-01-10,92.72,255.99,1.16%
2014-01-09,91.66,255.78,-0.73%
2014-01-08,92.33,244.86,-1.43%
2014-01-07,93.67,177.18,0.26%
2014-01-06,93.43,189.38,-0.56%
2014-01-03,93.96,215.52,-1.55%
2014-01-02,95.44,251.25,-3.30%
2014-01-01,98.7,174.76,0.28%
2013-12-31,98.42,113.91,-0.88%
2013-12-30,99.29,118.36,-1.03%
2013-12-27,100.32,127.2,0.77%
2013-12-26,99.55,65.67,0.33%
2013-12-24,99.22,51.88,0.31%
2013-12-23,98.91,107.27,-0.41%
2013-12-20,99.32,151.28,0.56%
2013-12-19,98.77,23.58,0.99%
2013-12-18,97.8,84.63,0.60%
2013-12-17,97.22,120.13,-0.27%
2013-12-16,97.48,187.59,0.91%
2013-12-13,96.6,233.16,-0.92%
2013-12-12,97.5,205.75,0.06%
2013-12-11,97.44,274.19,-1.09%
2013-12-10,98.51,264.84,1.20%
2013-12-09,97.34,210.09,-0.32%
2013-12-06,97.65,223.94,0.28%
2013-12-05,97.38,216.39,0.19%
2013-12-04,97.2,325.86,1.21%
2013-12-03,96.04,319.27,2.37%
2013-12-02,93.82,234.8,1.19%
2013-11-29,92.72,143.21,0.48%
2013-11-28,92.28,192.26749999999998,-0.03%
2013-11-27,92.3,230.88,-1.47%
2013-11-26,93.68,160.18,-0.44%
2013-11-25,94.09,270.86,-0.79%
2013-11-22,94.84,257.84,-0.63%
2013-11-21,95.44,222.14,2.26%
2013-11-20,93.33,27.44,-0.01%
2013-11-19,93.34,131.46,0.33%
2013-11-18,93.03,169.44,-0.86%
2013-11-15,93.84,204.37,0.09%
2013-11-14,93.76,315.07,-0.13%
2013-11-13,93.88,305.01,0.90%
2013-11-12,93.04,353.69,-2.21%
2013-11-11,95.14,206.72,0.57%
2013-11-08,94.6,241.69,0.42%
2013-11-07,94.2,260.6,-0.63%
2013-11-06,94.8,282.72,1.53%
2013-11-05,93.37,226.45,-1.32%
2013-11-04,94.62,219.11,0.01%
2013-11-01,94.61,282.14,-1.84%
2013-10-31,96.38,255.4,-0.40%
2013-10-30,96.77,268.14,-1.46%
2013-10-29,98.2,183.24,-0.49%
2013-10-28,98.68,230.16,0.85%
2013-10-25,97.85,192.63,0.76%
2013-10-24,97.11,248.74,0.26%
2013-10-23,96.86,356.19,-0.96%
2013-10-22,97.8,30.73,-1.43%
2013-10-21,99.22,90.82,-1.58%
2013-10-18,100.81,116.68,0.14%
2013-10-17,100.67,266.63,-1.58%
2013-10-16,102.29,235.24,1.07%
2013-10-15,101.21,240.22,-1.17%
2013-10-14,102.41,170.67,0.38%
2013-10-11,102.02,298.22,-0.96%
2013-10-10,103.01,296.86,1.38%
2013-10-09,101.61,283.13,-1.82%
2013-10-08,103.49,194.2,0.45%
2013-10-07,103.03,269.03,-0.78%
2013-10-04,103.84,165.2,0.51%
2013-10-03,103.31,226.23,-0.76%
2013-10-02,104.1,300.53,2.02%
2013-10-01,102.04,223.03,-0.28%
2013-09-30,102.33,226.71,-0.52%
2013-09-27,102.87,232.3,-0.16%
2013-09-26,103.03,183.78,0.36%
2013-09-25,102.66,236.2,-0.46%
2013-09-24,103.13,259.54,-0.44%
2013-09-23,103.59,223.39,-1.04%
2013-09-20,104.68,39.27,-1.61%
2013-09-19,106.39,139.84,-1.55%
2013-09-18,108.07,199.89,2.51%
2013-09-17,105.42,304.85,-1.10%
