Date,Dia,Mês,Ano,Valor,Change %,Year-Month
2013-03-27,27,March,2013,56034.29,-2.164319930830594,2013-3
2013-05-27,27,May,2013,56395.94,0.6454083740509597,2013-5
2013-06-27,27,June,2013,47609.46,-15.579986786282852,2013-6
2013-08-27,27,August,2013,50091.55,5.213438673742576,2013-8
2013-09-27,27,September,2013,53738.92,7.281407742423607,2013-9
2013-11-27,27,November,2013,51861.21,-3.494134232693924,2013-11
2013-12-27,27,December,2013,51266.56,-1.1466180600105624,2013-12
2013-01-28,28,January,2013,60027.07,17.08815649031259,2013-1
2013-02-28,28,February,2013,57424.29,-4.336010403306378,2013-2
2013-03-28,28,March,2013,56352.09,-1.8671541258934221,2013-3
2013-05-28,28,May,2013,56036.26,-0.5604583609942315,2013-5
2013-06-28,28,June,2013,47457.13,-15.309961799734683,2013-6
2013-08-28,28,August,2013,49866.92,5.0778249759309,2013-8
2013-10-28,28,October,2013,55073.37,10.440688937676533,2013-10
2013-11-28,28,November,2013,51846.83,-5.858620963271366,2013-11
2013-01-29,29,January,2013,60406.33,16.509206059464,2013-1
2013-04-29,29,April,2013,54887.25,-9.136592141916255,2013-4
2013-05-29,29,May,2013,54634.69,-0.460143293752191,2013-5
2013-07-29,29,July,2013,49212.33,-9.924756596953333,2013-7
2013-08-29,29,August,2013,49921.88,1.4418134642273595,2013-8
2013-10-29,29,October,2013,54538.8,9.248289527557873,2013-10
2013-11-29,29,November,2013,52482.49,-3.7703616507880677,2013-11
2013-01-30,30,January,2013,59336.7,13.059993914160707,2013-1
2013-04-30,30,April,2013,55910.37,-5.774385835410456,2013-4
2013-07-30,30,July,2013,48561.78,-13.14351881413055,2013-7
2013-08-30,30,August,2013,50011.75,2.9858254783906135,2013-8
2013-09-30,30,September,2013,52338.19,4.651786830094928,2013-9
2013-10-30,30,October,2013,54172.82,3.5053371161669844,2013-10
2013-12-30,30,December,2013,51507.16,-4.920659474622136,2013-12
2013-01-31,31,January,2013,59761.49,16.025597217940167,2013-1
2013-05-31,31,May,2013,53506.08,-10.467292565831265,2013-5
2013-07-31,31,July,2013,48234.49,-9.852319586858172,2013-7
2013-10-31,31,October,2013,54256.2,12.484241048262357,2013-10
2014-04-01,1,April,2014,50270.37,-7.346312495161833,2014-4
2014-07-01,1,July,2014,53171.49,5.7710337123040745,2014-7
2014-08-01,1,August,2014,55902.87,5.136925822466143,2014-8
2014-09-01,1,September,2014,61141.27,9.370538578788512,2014-9
2014-10-01,1,October,2014,52858.43,-13.547052588210873,2014-10
2014-12-01,1,December,2014,52276.58,-1.1007704920482864,2014-12
2014-01-02,2,January,2014,50341.25,-3.70209757409532,2014-1
2014-04-02,2,April,2014,51701.05,2.701164551933055,2014-4
2014-05-02,2,May,2014,52980.31,2.4743404631047072,2014-5
2014-06-02,2,June,2014,51605.83,-2.5943223057773634,2014-6
2014-07-02,2,July,2014,53028.78,2.757343501693499,2014-7
2014-09-02,2,September,2014,61895.98,16.721485955362358,2014-9
2014-10-02,2,October,2014,53518.57,-13.534659278357019,2014-10
2014-12-02,2,December,2014,51612.47,-3.561567508249941,2014-12
2014-01-03,3,January,2014,50981.09,-1.223309018150076,2014-1
2014-02-03,3,February,2014,46147.52,-9.481103679815394,2014-2
2014-04-03,3,April,2014,51408.21,11.399724188862148,2014-4
2014-06-03,3,June,2014,52032.38,1.214144588967403,2014-6
2014-07-03,3,July,2014,53874.58,3.5404876732527013,2014-7
2014-09-03,3,September,2014,61837.04,14.779623339987058,2014-9
2014-10-03,3,October,2014,54539.55,-11.801163186336217,2014-10
2014-11-03,3,November,2014,53947.21,-1.0860742342025276,2014-11
2014-12-03,3,December,2014,52320.48,-3.015410806230745,2014-12
2014-02-04,4,February,2014,46964.22,-10.237406078843314,2014-2
2014-04-04,4,April,2014,51081.78,8.767440404631444,2014-4
2014-06-04,4,June,2014,51832.98,1.470583053292196,2014-6
2014-07-04,4,July,2014,54055.9,4.288620874200166,2014-7
2014-08-04,4,August,2014,56616.33,4.736633743957652,2014-8
2014-09-04,4,September,2014,60800.02,7.389546443579076,2014-9
2014-11-04,4,November,2014,54383.59,-10.553335344297587,2014-11
2014-12-04,4,December,2014,51426.87,-5.436787089634931,2014-12
2014-02-05,5,February,2014,46624.39,-9.338464503089538,2014-2
2014-03-05,5,March,2014,46589.0,-0.0759044783213203,2014-3
2014-05-05,5,May,2014,53446.17,14.718431389383756,2014-5
2014-06-05,5,June,2014,51558.79,-3.53136623260375,2014-6
2014-08-05,5,August,2014,56202.1,9.00585525765829,2014-8
2014-09-05,5,September,2014,60681.98,7.971018876518854,2014-9
2014-11-05,5,November,2014,53698.42,-11.508457700292585,2014-11
2014-12-05,5,December,2014,51992.89,-3.1761269698438066,2014-12
2014-01-06,6,January,2014,50973.62,-1.9604026627486837,2014-1
2014-02-06,6,February,2014,47738.09,-6.34745972524613,2014-2
2014-03-06,6,March,2014,47093.13,-1.351038552233652,2014-3
2014-05-06,6,May,2014,53779.74,14.198695223698232,2014-5
2014-06-06,6,June,2014,53128.66,-1.210641776996313,2014-6
2014-08-06,6,August,2014,56487.18,6.321484486904039,2014-8
2014-10-06,6,October,2014,57115.9,1.113031310821322,2014-10
2014-11-06,6,November,2014,52637.06,-7.841669307495813,2014-11
2014-01-07,7,January,2014,50430.02,-4.192939347296376,2014-1
2014-02-07,7,February,2014,48073.6,-4.672653312451591,2014-2
2014-03-07,7,March,2014,46244.07,-3.8056854489782355,2014-3
2014-04-07,7,April,2014,52155.28,12.782633535499798,2014-4
2014-05-07,7,May,2014,54052.74,3.638097619263081,2014-5
2014-07-07,7,July,2014,53801.83,-0.46419478457521146,2014-7
2014-08-07,7,August,2014,56188.05,4.435202297022234,2014-8
2014-10-07,7,October,2014,57436.33,2.22161117888946,2014-10
2014-11-07,7,November,2014,53222.85,-7.335914394251864,2014-11
2014-01-08,8,January,2014,50576.64,-4.971943441585713,2014-1
2014-04-08,8,April,2014,51629.07,2.0808618366107368,2014-4
2014-05-08,8,May,2014,53422.37,3.4734307629403327,2014-5
2014-07-08,8,July,2014,53634.69,0.39743650459536095,2014-7
2014-08-08,8,August,2014,55572.93,3.613780558813695,2014-8
2014-09-08,8,September,2014,59192.75,6.513638924562737,2014-9
2014-10-08,8,October,2014,57058.48,-3.605627378352916,2014-10
2014-12-08,8,December,2014,50274.07,-11.890274679591894,2014-12
2014-01-09,9,January,2014,49321.68,-1.8943960574506868,2014-1
2014-04-09,9,April,2014,51185.4,3.7787034018305965,2014-4
2014-05-09,9,May,2014,53100.34,3.741184009502696,2014-5
2014-06-09,9,June,2014,54273.16,2.2086864227234937,2014-6
2014-09-09,9,September,2014,58676.34,8.112997290004852,2014-9
2014-10-09,9,October,2014,57267.53,-2.4009847921666494,2014-10
2014-12-09,9,December,2014,50193.47,-12.352654287691466,2014-12
2014-01-10,10,January,2014,49696.45,-0.9902084872793315,2014-1
2014-02-10,10,February,2014,47710.82,-3.995516782385855,2014-2
2014-03-10,10,March,2014,45533.2,-4.564205771353336,2014-3
2014-04-10,10,April,2014,51127.48,12.286156035596019,2014-4
2014-06-10,10,June,2014,54604.34,6.800374280132715,2014-6
2014-07-10,10,July,2014,54592.75,-0.021225419078407803,2014-7
2014-09-10,10,September,2014,58198.66,6.60510782109347,2014-9
2014-10-10,10,October,2014,55311.59,-4.960715590358966,2014-10
2014-11-10,10,November,2014,52725.38,-4.675710822993873,2014-11
2014-12-10,10,December,2014,49548.08,-6.026130110394645,2014-12
2014-02-11,11,February,2014,48462.79,-2.1903775080689303,2014-2
2014-03-11,11,March,2014,45697.62,-5.705758995716092,2014-3
2014-04-11,11,April,2014,51867.29,13.501075110695048,2014-4
2014-06-11,11,June,2014,55102.44,6.237360772078127,2014-6
2014-07-11,11,July,2014,54785.93,-0.5744028758073227,2014-7
2014-08-11,11,August,2014,56613.32,3.3355096828693087,2014-8
2014-09-11,11,September,2014,58337.29,3.045166755809414,2014-9
2014-11-11,11,November,2014,52474.27,-10.050209737202398,2014-11
2014-12-11,11,December,2014,49861.81,-4.978554251445521,2014-12
2014-02-12,12,February,2014,48216.89,-3.2989576591784364,2014-2
2014-03-12,12,March,2014,45861.81,-4.884346543296347,2014-3
2014-05-12,12,May,2014,54052.9,17.860372279244974,2014-5
2014-08-12,12,August,2014,56442.34,4.420558378921391,2014-8
2014-09-12,12,September,2014,56927.81,0.8601167138003074,2014-9
2014-11-12,12,November,2014,52978.89,-6.936715113404146,2014-11
2014-12-12,12,December,2014,48001.98,-9.394137929277102,2014-12
2014-01-13,13,January,2014,49426.9,2.968460884321855,2014-1
2014-02-13,13,February,2014,47812.83,-3.265569962914927,2014-2
2014-03-13,13,March,2014,45443.83,-4.954737044429292,2014-3
2014-05-13,13,May,2014,53907.46,18.62437651051858,2014-5
2014-06-13,13,June,2014,54806.64,1.6680066172659602,2014-6
2014-08-13,13,August,2014,55581.19,1.4132411693181801,2014-8
2014-10-13,13,October,2014,57956.53,4.273640057004879,2014-10
2014-11-13,13,November,2014,51846.03,-10.543246809289652,2014-11
2014-01-14,14,January,2014,49703.1,-4.1332576476926,2014-1
2014-02-14,14,February,2014,48201.11,-3.0219241858153723,2014-2
2014-03-14,14,March,2014,44965.66,-6.712397287116412,2014-3
2014-04-14,14,April,2014,51596.55,14.746564378238869,2014-4
2014-05-14,14,May,2014,54412.54,5.457709866260441,2014-5
2014-07-14,14,July,2014,55743.98,2.446935945280271,2014-7
2014-08-14,14,August,2014,55780.41,0.06535234836120285,2014-8
2014-10-14,14,October,2014,58015.46,4.006872663718308,2014-10
2014-11-14,14,November,2014,51772.4,-10.761028181108967,2014-11
2014-01-15,15,January,2014,50105.37,-3.2199202663967696,2014-1
2014-04-15,15,April,2014,50454.35,0.6964922123117612,2014-4
2014-05-15,15,May,2014,53855.54,6.741123411559169,2014-5
2014-07-15,15,July,2014,55973.61,3.9328730154780667,2014-7
2014-08-15,15,August,2014,56963.65,1.7687621005684662,2014-8
2014-09-15,15,September,2014,57948.76,1.7293660079717554,2014-9
2014-10-15,15,October,2014,56135.27,-3.129471622861313,2014-10
2014-12-15,15,December,2014,47018.68,-16.24039574406607,2014-12
2014-01-16,16,January,2014,49696.28,5.69475791323788,2014-1
2014-04-16,16,April,2014,51200.56,3.026946886165316,2014-4
2014-05-16,16,May,2014,53975.76,5.420253215980453,2014-5
2014-06-16,16,June,2014,54629.55,1.2112659460469022,2014-6
2014-07-16,16,July,2014,55717.36,1.9912483262263692,2014-7
2014-09-16,16,September,2014,59114.66,6.097381498333743,2014-9
2014-10-16,16,October,2014,54298.33,-8.147437539182334,2014-10
2014-12-16,16,December,2014,47007.51,-13.427337452183153,2014-12
2014-01-17,17,January,2014,49181.86,4.625537493902576,2014-1
2014-02-17,17,February,2014,47576.33,-3.264475967358693,2014-2
2014-03-17,17,March,2014,45117.8,-5.167548652870025,2014-3
2014-04-17,17,April,2014,52111.85,15.501753188320343,2014-4
2014-06-17,17,June,2014,54299.95,4.198853043981354,2014-6
2014-07-17,17,July,2014,55637.51,2.4632803529285097,2014-7
2014-09-17,17,September,2014,59108.19,6.2380217950084305,2014-9
2014-10-17,17,October,2014,55723.79,-5.725771673942315,2014-10
2014-11-17,17,November,2014,51256.99,-8.015965891767241,2014-11
2014-12-17,17,December,2014,48713.64,-4.96195738376366,2014-12
2014-02-18,18,February,2014,46599.76,-4.339400627832369,2014-2
2014-03-18,18,March,2014,46150.96,-0.9630950889017553,2014-3
2014-06-18,18,June,2014,55202.54,19.612983131878515,2014-6
2014-07-18,18,July,2014,57012.9,3.2794867772388825,2014-7
2014-08-18,18,August,2014,57560.72,0.9608702591869633,2014-8
2014-09-18,18,September,2014,58374.48,1.4137418711927197,2014-9
2014-11-18,18,November,2014,52061.86,-10.81400639457517,2014-11
2014-12-18,18,December,2014,48495.7,-6.849851311497524,2014-12
2014-02-19,19,February,2014,47150.83,-2.77317370406035,2014-2
2014-03-19,19,March,2014,46567.23,-1.2377300675300962,2014-3
2014-05-19,19,May,2014,53353.1,14.572200236088761,2014-5
2014-08-19,19,August,2014,58449.29,9.55181610815492,2014-8
2014-09-19,19,September,2014,57788.7,-1.1301933693292132,2014-9
2014-11-19,19,November,2014,53402.81,-7.589528748700003,2014-11
2014-12-19,19,December,2014,49650.98,-7.02552918095507,2014-12
2014-01-20,20,January,2014,48708.41,-1.8983915322517309,2014-1
2014-02-20,20,February,2014,47288.61,-2.9148970372878225,2014-2
2014-03-20,20,March,2014,47278.48,-0.021421648891772893,2014-3
2014-05-20,20,May,2014,52366.19,10.76115391188548,2014-5
2014-06-20,20,June,2014,54638.19,4.338677303046112,2014-6
2014-08-20,20,August,2014,58878.24,7.76023144251301,2014-8
2014-10-20,20,October,2014,54302.57,-7.771410966088654,2014-10
2014-01-21,21,January,2014,48542.07,-10.608153536747889,2014-1
2014-02-21,21,February,2014,47380.24,-2.3934496406931127,2014-2
2014-03-21,21,March,2014,47380.94,0.0014774091477987028,2014-3
2014-05-21,21,May,2014,52203.37,10.177995624400872,2014-5
2014-07-21,21,July,2014,57633.92,10.402680899719673,2014-7
2014-08-21,21,August,2014,58992.11,2.3565809856417985,2014-8
2014-10-21,21,October,2014,52432.43,-11.119588704319948,2014-10
2014-11-21,21,November,2014,56084.04,6.964411147833505,2014-11
2014-01-22,22,January,2014,49299.66,-12.096810429491168,2014-1
2014-04-22,22,April,2014,51976.86,5.430463414960673,2014-4
2014-05-22,22,May,2014,52806.22,1.595633133667551,2014-5
2014-07-22,22,July,2014,57983.32,9.80395870031976,2014-7
2014-08-22,22,August,2014,58407.32,0.7312447786708365,2014-8
2014-09-22,22,September,2014,56818.11,-2.72090895456254,2014-9
2014-10-22,22,October,2014,52411.03,-7.756470604178844,2014-10
2014-12-22,22,December,2014,50120.86,-4.369633643910453,2014-12
2014-01-23,23,January,2014,48320.64,-3.5917580025562224,2014-1
2014-04-23,23,April,2014,51569.69,6.7239382590959185,2014-4
2014-05-23,23,May,2014,52626.41,2.0491106306824936,2014-5
2014-06-23,23,June,2014,54210.05,3.009211534664824,2014-6
2014-07-23,23,July,2014,57419.96,5.921245230358574,2014-7
2014-09-23,23,September,2014,56540.5,-1.531627677901548,2014-9
2014-10-23,23,October,2014,50713.26,-10.306311405099,2014-10
2014-12-23,23,December,2014,50889.81,0.3481338016920965,2014-12
2014-01-24,24,January,2014,47787.38,-6.096367819019177,2014-1
2014-02-24,24,February,2014,47393.5,-0.8242343480642789,2014-2
2014-03-24,24,March,2014,47993.42,1.2658275923913553,2014-3
2014-04-24,24,April,2014,51817.45,7.967821422186616,2014-4
2014-06-24,24,June,2014,54280.78,4.753861874715959,2014-6
2014-07-24,24,July,2014,57977.56,6.8104769312452795,2014-7
2014-09-24,24,September,2014,56824.42,-1.9889419285668453,2014-9
2014-10-24,24,October,2014,51940.73,-8.594350809035966,2014-10
2014-11-24,24,November,2014,55406.91,6.673337090179521,2014-11
2014-02-25,25,February,2014,46715.91,-15.685769157673658,2014-2
2014-03-25,25,March,2014,48180.14,3.1343283262597277,2014-3
2014-04-25,25,April,2014,51399.35,6.681611967088519,2014-4
2014-06-25,25,June,2014,53425.74,3.9424428519037713,2014-6
2014-07-25,25,July,2014,57821.08,8.227008179952211,2014-7
2014-08-25,25,August,2014,59735.17,3.31036708411534,2014-8
2014-09-25,25,September,2014,55962.08,-6.3163627055886735,2014-9
2014-11-25,25,November,2014,55560.81,-0.7170391093397566,2014-11
2014-02-26,26,February,2014,46599.21,-16.129354485652748,2014-2
2014-03-26,26,March,2014,47965.61,2.932238550825228,2014-3
2014-05-26,26,May,2014,52932.91,10.355961281426417,2014-5
2014-06-26,26,June,2014,53506.75,1.0840892745174857,2014-6
2014-08-26,26,August,2014,59821.45,11.80168857200259,2014-8
2014-09-26,26,September,2014,57212.38,-4.361428885458308,2014-9
2014-11-26,26,November,2014,55098.47,-3.6948471641976677,2014-11
2014-12-26,26,December,2014,50144.63,-8.990884864861048,2014-12
2014-01-27,27,January,2014,47701.05,-4.873064174568631,2014-1
2014-02-27,27,February,2014,47606.75,-0.19768956867826093,2014-2
2014-03-27,27,March,2014,49646.79,4.285190650485493,2014-3
2014-05-27,27,May,2014,52173.98,5.0903391739929305,2014-5
2014-06-27,27,June,2014,53157.3,1.8846942479757045,2014-6
2014-08-27,27,August,2014,60950.57,14.6607709571404,2014-8
2014-10-27,27,October,2014,50503.66,-17.13997096335603,2014-10
2014-11-27,27,November,2014,54721.32,8.351196725148235,2014-11
2014-01-28,28,January,2014,47840.93,-12.573508826175972,2014-1
2014-02-28,28,February,2014,47094.4,-1.56044207334598,2014-2
2014-03-28,28,March,2014,49768.06,5.67723550995447,2014-3
2014-04-28,28,April,2014,51383.68,3.24629893148336,2014-4
2014-05-28,28,May,2014,52639.75,2.44449210332931,2014-5
2014-07-28,28,July,2014,57695.72,9.604851846750794,2014-7
2014-08-28,28,August,2014,60290.87,4.49799395865067,2014-8
2014-10-28,28,October,2014,52330.03,-13.204055605765852,2014-10
2014-11-28,28,November,2014,54724.0,4.574753731270564,2014-11
2014-01-29,29,January,2014,47556.78,-13.097032380673934,2014-1
2014-04-29,29,April,2014,51838.61,9.003616308757657,2014-4
2014-05-29,29,May,2014,52239.34,0.7730338448503904,2014-5
2014-07-29,29,July,2014,57118.81,9.340604226623084,2014-7
2014-08-29,29,August,2014,61288.15,7.299416777065226,2014-8
2014-09-29,29,September,2014,54625.35,-10.871269568423914,2014-9
2014-10-29,29,October,2014,51049.32,-6.546466063833001,2014-10
2014-12-29,29,December,2014,50593.82,-0.8922743730964466,2014-12
2014-01-30,30,January,2014,47244.26,-6.6204923842477115,2014-1
2014-04-30,30,April,2014,51626.69,9.276111002691124,2014-4
2014-05-30,30,May,2014,51239.34,-0.7502902084174035,2014-5
2014-06-30,30,June,2014,53168.22,3.7644512985530287,2014-6
2014-07-30,30,July,2014,56877.97,6.9773823535939306,2014-7
2014-09-30,30,September,2014,54115.98,-4.855992574981139,2014-9
2014-10-30,30,October,2014,52336.83,-3.2876610568634335,2014-10
2014-12-30,30,December,2014,50007.41,-4.450823636051315,2014-12
2014-01-31,31,January,2014,47638.99,-4.736138104332943,2014-1
2014-03-31,31,March,2014,50414.92,5.827012705349133,2014-3
2014-07-31,31,July,2014,55829.41,10.739856375850643,2014-7
2014-10-31,31,October,2014,54628.6,-2.150855615346825,2014-10
2015-04-01,1,April,2015,52321.76,-4.222769757965605,2015-4
2015-06-01,1,June,2015,53031.31,1.3561279284183048,2015-6
2015-07-01,1,July,2015,52757.53,-0.516261054082956,2015-7
2015-09-01,1,September,2015,45477.06,-13.799868947617533,2015-9
2015-10-01,1,October,2015,45313.27,-0.36015960574408146,2015-10
2015-12-01,1,December,2015,45046.75,-0.5881720740966045,2015-12
2015-01-02,2,January,2015,48512.22,7.693052217973562,2015-1
2015-02-02,2,February,2015,47650.73,-1.7758206076736949,2015-2
2015-03-02,2,March,2015,51020.81,7.072462478539143,2015-3
2015-04-02,2,April,2015,53123.02,4.120299148523898,2015-4
2015-06-02,2,June,2015,54236.43,2.095908703985594,2015-6
2015-07-02,2,July,2015,53106.18,-2.0839314092022665,2015-7
2015-09-02,2,September,2015,46463.96,-12.507433221519603,2015-9
2015-10-02,2,October,2015,47033.46,1.225681151585012,2015-10
2015-12-02,2,December,2015,44914.53,-4.505154415601154,2015-12
2015-02-03,3,February,2015,48963.66,9.015189516621923,2015-2
2015-03-03,3,March,2015,51304.1,4.779953132588521,2015-3
2015-06-03,3,June,2015,53522.9,4.324800552002683,2015-6
2015-07-03,3,July,2015,52519.4,-1.8748984079711706,2015-7
2015-08-03,3,August,2015,50138.04,-4.534248296819843,2015-8
2015-09-03,3,September,2015,47365.87,-5.529075328832156,2015-9
2015-11-03,3,November,2015,48053.66,1.4520793136492571,2015-11
2015-12-03,3,December,2015,46393.26,-3.4553039248207185,2015-12
2015-02-04,4,February,2015,49301.05,6.267699230448565,2015-2
2015-03-04,4,March,2015,50468.05,2.367089544746004,2015-3
2015-05-04,4,May,2015,57353.98,13.644137231377073,2015-5
2015-08-04,4,August,2015,50058.48,-12.72012857695316,2015-8
2015-09-04,4,September,2015,46497.72,-7.113200400811214,2015-9
2015-11-04,4,November,2015,47710.09,2.6073751573195247,2015-11
2015-12-04,4,December,2015,45360.75,-4.924199472270951,2015-12
2015-01-05,5,January,2015,47516.82,4.753162150096735,2015-1
2015-02-05,5,February,2015,49233.85,3.6135204333960003,2015-2
2015-03-05,5,March,2015,50365.2,2.297910888545185,2015-3
2015-05-05,5,May,2015,58051.61,15.261351091626763,2015-5
2015-06-05,5,June,2015,52973.37,-8.747802171205931,2015-6
2015-08-05,5,August,2015,50287.27,-5.070660975505248,2015-8
2015-10-05,5,October,2015,47598.06,-5.347695351129622,2015-10
2015-11-05,5,November,2015,48046.75,0.9426644699384923,2015-11
2015-01-06,6,January,2015,48000.92,-0.09538626441955023,2015-1
2015-02-06,6,February,2015,48792.27,1.6486142348938193,2015-2
2015-03-06,6,March,2015,49981.19,2.436697452280878,2015-3
2015-04-06,6,April,2015,53737.26,7.514967130634553,2015-4
2015-05-06,6,May,2015,57103.14,6.263586941351296,2015-5
2015-07-06,6,July,2015,52149.37,-8.675127147123607,2015-7
2015-08-06,6,August,2015,50011.32,-4.099857773929005,2015-8
2015-10-06,6,October,2015,47735.11,-4.551389565402387,2015-10
2015-11-06,6,November,2015,46918.51,-1.7106905168962627,2015-11
2015-01-07,7,January,2015,49462.91,5.423019614220492,2015-1
2015-04-07,7,April,2015,53729.16,8.625149632320461,2015-4
2015-05-07,7,May,2015,56921.39,5.941336138513975,2015-5
2015-07-07,7,July,2015,52343.71,-8.04210859924538,2015-7
2015-08-07,7,August,2015,48577.32,-7.195496841931915,2015-8
2015-10-07,7,October,2015,48914.32,0.693739382905445,2015-10
2015-12-07,7,December,2015,45222.69,-7.547135480979794,2015-12
2015-01-08,8,January,2015,49943.3,10.438587355152906,2015-1
2015-04-08,8,April,2015,53661.11,7.4440615658156295,2015-4
2015-05-08,8,May,2015,57149.33,6.500461880121389,2015-5
2015-06-08,8,June,2015,52809.63,-7.593614833279771,2015-6
2015-07-08,8,July,2015,51781.74,-1.9464063656571717,2015-7
2015-09-08,8,September,2015,46762.07,-9.693899818739194,2015-9
2015-10-08,8,October,2015,49106.55,5.013636051611914,2015-10
2015-12-08,8,December,2015,44443.25,-9.496289191564067,2015-12
2015-01-09,9,January,2015,48840.25,9.893515888239502,2015-1
2015-02-09,9,February,2015,49382.58,1.110416101473688,2015-2
2015-03-09,9,March,2015,49181.01,-0.4081803745369261,2015-3
2015-04-09,9,April,2015,53802.66,9.397224660493952,2015-4
2015-06-09,9,June,2015,52815.99,-1.8338684369880731,2015-6
2015-09-09,9,September,2015,46657.09,-11.661051889778085,2015-9
2015-10-09,9,October,2015,49338.41,5.746865053092698,2015-10
2015-11-09,9,November,2015,46194.92,-6.371283549672569,2015-11
2015-12-09,9,December,2015,46108.02,-0.18811592270319144,2015-12
2015-02-10,10,February,2015,48510.28,5.210069744916401,2015-2
2015-03-10,10,March,2015,48293.4,-0.4470804951033025,2015-3
2015-04-10,10,April,2015,54214.11,12.259874020052418,2015-4
2015-06-10,10,June,2015,53876.44,-0.622845233464131,2015-6
2015-07-10,10,July,2015,52590.72,-2.3864234533684914,2015-7
2015-08-10,10,August,2015,49353.0,-6.156447373224783,2015-8
2015-09-10,10,September,2015,46503.99,-5.772718983648417,2015-9
2015-11-10,10,November,2015,46206.56,-0.639579528552281,2015-11
2015-12-10,10,December,2015,45630.7,-1.2462732564380463,2015-12
2015-02-11,11,February,2015,48239.67,5.717576105560518,2015-2
2015-03-11,11,March,2015,48905.58,1.3804198909320942,2015-3
2015-05-11,11,May,2015,57197.1,16.954138975552468,2015-5
2015-06-11,11,June,2015,53688.51,-6.1342096015357335,2015-6
2015-08-11,11,August,2015,49072.34,-8.598059435808524,2015-8
2015-09-11,11,September,2015,46400.5,-5.444696543918626,2015-9
2015-11-11,11,November,2015,47065.01,1.4321181883816037,2015-11
2015-12-11,11,December,2015,45262.72,-3.8293628323886497,2015-12
2015-01-12,12,January,2015,48139.74,6.356268469946125,2015-1
2015-02-12,12,February,2015,49532.72,2.8936176223635757,2015-2
2015-03-12,12,March,2015,48880.4,-1.3169476661083812,2015-3
2015-05-12,12,May,2015,56792.05,16.185730885999305,2015-5
2015-06-12,12,June,2015,53347.53,-6.06514468134185,2015-6
2015-08-12,12,August,2015,48388.04,-9.296569119507502,2015-8
2015-11-12,12,November,2015,46883.57,-3.1091773917687138,2015-11
2015-01-13,13,January,2015,48041.67,2.4701617218995775,2015-1
2015-02-13,13,February,2015,50635.92,5.399999625325269,2015-2
2015-03-13,13,March,2015,48595.81,-4.028977848136261,2015-3
2015-04-13,13,April,2015,54239.77,11.614087716615895,2015-4
2015-05-13,13,May,2015,56372.04,3.931192923568827,2015-5
2015-07-13,13,July,2015,53119.47,-5.769828446868342,2015-7
2015-08-13,13,August,2015,48009.56,-9.619655467194988,2015-8
2015-10-13,13,October,2015,47362.63,-1.3475024557608961,2015-10
2015-11-13,13,November,2015,46517.03,-1.7853738274246966,2015-11
2015-01-14,14,January,2015,47645.87,2.4267241481238155,2015-1
2015-04-14,14,April,2015,53981.92,13.298214514710294,2015-4
2015-05-14,14,May,2015,56656.57,4.954714467362398,2015-5
2015-07-14,14,July,2015,53239.17,-6.031780603732284,2015-7
2015-08-14,14,August,2015,47508.4,-10.76419861541793,2015-8
2015-09-14,14,September,2015,47281.51,-0.4775787018716726,2015-9
2015-10-14,14,October,2015,46710.43,-1.2078294453793936,2015-10
2015-12-14,14,December,2015,44747.31,-4.202744440588546,2015-12
2015-01-15,15,January,2015,48026.31,7.327814789313591,2015-1
2015-04-15,15,April,2015,54918.74,14.351362825917713,2015-4
2015-05-15,15,May,2015,57248.63,4.242431636268429,2015-5
2015-06-15,15,June,2015,53137.53,-7.181132544132495,2015-6
2015-07-15,15,July,2015,52902.28,-0.44271911020328236,2015-7
2015-09-15,15,September,2015,47364.06,-10.468773746613568,2015-9
2015-10-15,15,October,2015,47161.15,-0.4284049973756421,2015-10
2015-12-15,15,December,2015,44872.46,-4.852913892048861,2015-12
2015-01-16,16,January,2015,49016.52,9.235196822282532,2015-1
2015-03-16,16,March,2015,48848.21,-0.3433740298168786,2015-3
2015-04-16,16,April,2015,54674.21,11.926742044386064,2015-4
2015-06-16,16,June,2015,53702.15,-1.7779132062447633,2015-6
2015-07-16,16,July,2015,53069.75,-1.177606483166882,2015-7
2015-09-16,16,September,2015,48553.09,-8.510799466739538,2015-9
2015-10-16,16,October,2015,47236.1,-2.712474118537045,2015-10
2015-11-16,16,November,2015,46846.87,-0.8240096028249488,2015-11
2015-12-16,16,December,2015,45015.84,-3.908542875970167,2015-12
2015-03-17,17,March,2015,50285.12,11.705390813544758,2015-3
2015-04-17,17,April,2015,53954.79,7.29772545039169,2015-4
2015-06-17,17,June,2015,53248.54,-1.3089662660164203,2015-6
2015-07-17,17,July,2015,52341.8,-1.7028448103929228,2015-7
2015-08-17,17,August,2015,47217.42,-9.790225020920197,2015-8
2015-09-17,17,September,2015,48551.07,2.8244872337370497,2015-9
2015-11-17,17,November,2015,47247.8,-2.6843280693916616,2015-11
2015-12-17,17,December,2015,45261.47,-4.204068760873525,2015-12
2015-02-18,18,February,2015,51280.36,13.298043567740958,2015-2
2015-03-18,18,March,2015,51526.19,0.47938431009455496,2015-3
2015-05-18,18,May,2015,56204.23,9.078955769871587,2015-5
2015-06-18,18,June,2015,54238.59,-3.4973168389639153,2015-6
2015-08-18,18,August,2015,47450.58,-12.515093036157454,2015-8
2015-09-18,18,September,2015,47264.08,-0.3930405065649345,2015-9
2015-11-18,18,November,2015,47435.57,0.36283367834515357,2015-11
