,Date,Datetime,Close_Real_EYAC2,Volume_EYAC2,Close_Dolar_EYAC2,Price_Dolar_Petro,Volume_Petro,Change%_Petro,Indíce_Ibovespa,Change%_Ibovespa,Value_IPCA,target,retorno_acao,retorno_petro,retorno_ibov,mm7_acao,mm7_petro,vol_7_acao,vol_7_ibov,lag1_acao,lag7_acao,lag30_acao,lag90_acao,lag1_petro,lag1_ibov,lag1_ipca
100,2010-06-08,2010-06-08 16:56:00,29.60169992,16120744.63,16.215666896740622,71.99,421.97,0.0077,61793.64,-13.918187114315872,0.0,28.58776353,0.011115441146498206,0.007698768197088368,0.009981870757394429,29.008083704285717,72.7,1.5932460271178124,532.5345027273653,29.27628114,26.6853372,34.53096066,34.38911846,71.44,61182.92,0.0
101,2010-06-09,2010-06-09 16:56:00,28.58776353,20135019.62,15.568981336455725,74.38,436.98,0.0332,61478.61,-13.916325841074585,0.0,30.05294183,-0.034252640650375255,0.03319905542436441,-0.005098097474108942,29.198339674285712,72.67571428571429,1.4191540198438657,550.650404958349,29.60169992,27.25597174,30.92333471,35.67812821,71.99,61793.64,0.0
102,2010-06-10,2010-06-10 16:56:00,30.05294183,17889687.33,16.33223293842726,75.48,430.04,0.0148,63048.8,-3.67269911636926,0.0,27.39324881,0.051251938559742305,0.0147889217531596,0.025540427800823773,29.309797057142855,72.89142857142856,1.4561272247898658,718.9512717310242,28.58776353,29.27274015,31.57255537,36.53715307,74.38,61478.61,0.0
103,2010-06-11,2010-06-11 16:56:00,27.39324881,11613880.77,14.700680911237525,73.78,421.74,-0.0225,63605.38,-1.2720394245143485,0.0,29.82882764,-0.08850025515122761,-0.022522522522522515,0.008827765159685752,28.663954581428566,73.06285714285714,1.0561387600465442,933.3560720222515,30.05294183,31.91414614,29.51463988,35.18159763,75.48,63048.8,0.0
104,2010-06-14,2010-06-14 16:56:00,29.82882764,15282604.28,15.987151699003109,75.12,321.67,0.0182,63532.85,0.1898364785348993,0.0,30.25459772,0.088911645599002,0.01816210355109793,-0.0011403123446475094,28.864487922857144,73.38571428571429,1.1336485434442531,1028.4688658851533,27.39324881,28.42509425,31.1375409,32.97786624,73.78,63605.38,0.0
105,2010-06-15,2010-06-15 16:56:00,30.25459772,12607970.28,16.422188416653096,76.94,308.29,0.0242,64442.27,-8.624085156403439,0.0,28.29558352,0.014273778545323967,0.02422790202342906,0.014314169756275641,29.28505151285714,74.16142857142857,0.999236291221197,1243.6820772972246,29.82882764,27.31065259,32.5866037,36.2812243,75.12,63532.85,0.0
106,2010-06-16,2010-06-16 16:56:00,28.29558352,24437192.6,15.559847962606543,77.67,323.36,0.0095,64750.71,-6.727959050061694,0.0,26.9146745,-0.06475095845366274,0.009487912659215114,0.0047862994273790704,29.14495185285714,75.05142857142857,1.0671155498574103,1236.7875737801617,30.25459772,29.27628114,30.47405338,33.43411164,76.94,64442.27,0.0
107,2010-06-21,2010-06-21 16:56:00,26.9146745,23758158.37,14.849475586206896,77.82,124.29,0.0083,64829.03,7.583389991226253,0.0,25.8953837,-0.048802987894698835,0.001931247585940321,0.0012095620264240825,28.76109107857143,75.88428571428571,1.3270574087096612,1177.4796705938459,28.29558352,29.60169992,31.24283802,33.93570267,77.67,64750.71,0.0
108,2010-06-22,2010-06-22 16:56:00,25.8953837,19578272.21,14.3623869661675,77.21,27.34,-0.0078000000000000005,64810.62,-6.594648721558016,0.0,26.38178112,-0.03787119179167486,-0.007838601901824727,-0.0002839777180068115,28.376465388571432,76.28857142857143,1.7181950843213591,734.1400623599075,26.9146745,28.58776353,28.36923585,31.210288,77.82,64829.03,0.0
109,2010-06-23,2010-06-23 16:56:00,26.38178112,24118226.9,14.680196494352012,76.35,365.04,-0.0111,65160.33,-6.256929809152679,0.0,25.85702086,0.018783170994295828,-0.011138453568190654,0.005395874935311573,27.85201385857143,76.41285714285713,1.681071697266492,635.5131801599869,25.8953837,30.05294183,30.53414121,32.45200086,77.21,64810.62,0.0
110,2010-06-24,2010-06-24 16:56:00,25.85702086,21828963.85,14.450914245794444,76.51,260.4,0.0021,63936.7,6.712093137060182,0.0,25.59845986,-0.019891009542270077,0.0020956123117223946,-0.0187787569522746,27.632552722857145,76.80285714285715,1.8433846438927688,571.4680973847012,26.38178112,27.39324881,30.03368012,32.09085441,76.35,65160.33,0.0
111,2010-06-28,2010-06-28 16:56:00,25.59845986,7279016.921,14.36743551664141,78.25,223.31,-0.0077,64225.22,3.6777089572875177,0.0,27.98769952,-0.009999643864618046,0.022742125212390496,0.004512588231798009,27.028214468571427,77.25,1.6904505738580493,416.0355751957924,25.85702086,29.82882764,29.54675849,32.08048691,76.51,63936.7,0.0
112,2010-06-29,2010-06-29 16:56:00,27.98769952,16291157.15,15.757952547716908,75.94,323.27,-0.029500000000000002,61977.91,-8.826584463661435,0.0,26.85648739,0.09333528943018221,-0.029520766773162954,-0.03499108294218378,26.704371868571428,77.10714285714286,1.074141775848278,1079.3238805491706,25.59845986,30.25459772,29.44829181,33.6296134,78.25,64225.22,0.0
113,2010-06-30,2010-06-30 16:56:00,26.85648739,18010872.84,15.204941057577988,75.63,357.75,-0.0040999999999999995,60935.9,-9.764336389320672,0.0,25.02908813,-0.04041818904021155,-0.004082170134316554,-0.01681260307099741,26.49878670714286,76.8157142857143,0.8284534919309195,1611.3343675558353,27.98769952,28.29558352,30.39852829,33.77125798,75.94,61977.91,0.0
114,2010-07-01,2010-07-01 16:56:00,25.02908813,18632330.33,14.156724055429866,72.95,405.08,-0.0354,61236.2,-0.9779759347319672,0.0001,26.26522361,-0.06804312244796507,-0.03543567367446776,0.004928129394987213,26.229417225714286,76.11999999999999,0.9658453083946549,1756.1794263345762,26.85648739,26.9146745,30.7216386,31.35960328,75.63,60935.9,0.0
115,2010-07-02,2010-07-02 16:56:00,26.26522361,10088325.74,14.666754305338396,72.14,256.17,-0.0111,61429.79,-2.403956220009529,0.0001,27.33572747,0.04938795506969984,-0.01110349554489376,0.0031613653361901584,26.282251498571434,75.39571428571428,0.9545772569243999,1697.967054506757,25.02908813,25.8953837,29.39134031,31.54281099,72.95,61236.2,0.0001
116,2010-07-06,2010-07-06 16:56:00,27.33572747,15896291.29,15.37356024408076,71.98,325.73,-0.0022,62064.75,-2.1280242822508955,0.0001,27.15502106,0.040757462258665944,-0.0022179096201829784,0.010336353095135031,26.418529548571428,74.77142857142857,1.0357935737939326,1309.05434134353,26.26522361,26.38178112,29.88857698,34.02129239,72.14,61429.79,0.0001
117,2010-07-08,2010-07-08 16:56:00,27.15502106,10498076.26,15.23337880623808,75.44,325.81,0.018500000000000003,63476.32,2.72306340911459,0.0001,24.93261642,-0.006610631094355113,0.048068908030008295,0.02274350577421158,26.60395814857143,74.61857142857143,1.034702158776151,1219.1385504722127,27.33572747,25.85702086,31.19706843,34.05682476,71.98,62064.75,0.0001
118,2010-07-12,2010-07-12 16:56:00,24.93261642,9365005.283,13.79321554547466,74.95,309.17,-0.015,62960.1,-3.470414020194823,0.0001,28.53757018,-0.08184138893096482,-0.00649522799575819,-0.00813248153012025,26.508837657142855,74.14714285714285,1.164951526486044,926.0935324920872,27.15502106,25.59845986,28.32742167,32.8201833,75.44,63476.32,0.0001
119,2010-07-13,2010-07-13 16:56:00,28.53757018,12667210.16,15.841004818207049,77.15,361.79,0.0294,63685.56,-1.7019451992970391,0.0001,27.99539071,0.1445878643168892,0.029352901934623032,0.011522535701182113,26.58739060857143,74.32000000000001,1.2928135745349478,1120.3000677305224,24.93261642,27.98769952,29.92623951,35.2362428,74.95,62960.1,0.0001
120,2010-07-14,2010-07-14 16:56:00,27.99539071,11099826.7,15.547812234810618,77.04,364.47,-0.0014000000000000002,63479.46,-0.0840352667950461,0.0001,26.09482699,-0.01899879585333364,-0.0014257939079714843,-0.0032362124161269268,26.750091082857143,74.52142857142857,1.3995804566922287,1029.79267073055,28.53757018,26.85648739,28.07593615,33.56145285,77.15,63685.56,0.0001
121,2010-07-15,2010-07-15 16:56:00,26.09482699,7913880.681,14.672379527691875,76.62,366.02,-0.0055000000000000005,63489.37,-1.4786878240012236,0.0001,30.65633434,-0.0678884513414243,-0.005451713395638658,0.00015611348930821833,26.90233949142857,75.0457142857143,1.228699553103881,864.4381674601109,27.99539071,25.02908813,25.76838615,35.68455669,77.04,63479.46,0.0001
122,2010-07-16,2010-07-16 16:56:00,30.65633434,9806024.311,17.266310526612223,76.01,225.25,-0.008,62339.27,-3.7241908235446375,0.0001,26.46079573,0.1748050428442407,-0.007961367789088958,-0.018114843476947473,27.529641024285713,75.59857142857143,1.8252956717403164,638.2407222461025,26.09482699,26.26522361,26.48204948,35.93624682,76.62,63489.37,0.0001
123,2010-07-19,2010-07-19 16:56:00,26.46079573,12468797.07,14.979222037928109,76.54,169.55,0.006999999999999999,63297.04,6.044163344464315,0.0001,27.70179544,-0.13685715204787918,0.0069727667412182726,0.015363830856537142,27.404650775714284,76.25,1.8701914160747926,459.4366594147493,30.65633434,27.33572747,26.6853372,33.02216948,76.01,62339.27,0.0001
124,2010-07-20,2010-07-20 16:56:00,27.70179544,16035408.12,15.633949681133249,77.44,34.22,0.0118,64462.5,10.775383866670518,0.0001,25.54447075,0.046899561247623955,0.01175855761693212,0.018412551361011387,27.482761401428572,76.53571428571429,1.8694458476670976,652.2957809627521,26.46079573,27.15502106,27.25597174,36.47336258,76.54,63297.04,0.0001
125,2010-07-21,2010-07-21 16:56:00,25.54447075,11651779.75,14.471148170179015,76.56,322.41,-0.011399999999999999,64476.84,-0.5432597094233937,0.0001,26.6205299,-0.0778767100014367,-0.011363636363636354,0.00022245491564865105,27.570169162857145,76.76571428571428,1.740173222697617,733.4780180397539,27.70179544,24.93261642,29.27274015,31.8951796,77.44,64462.5,0.0001
126,2010-07-22,2010-07-22 16:56:00,26.6205299,13382704.76,15.149402401547915,79.3,358.82,0.0358,65748.1,1.446491331204669,0.0001,26.65230363,0.04212493421888586,0.03578892371995823,0.019716536976688293,27.296306265714286,77.07285714285715,1.7131919948122898,1096.1695552695849,25.54447075,28.53757018,31.91414614,36.67422715,76.56,64476.84,0.0001
127,2010-07-23,2010-07-23 16:56:00,26.65230363,12762024.89,15.10559035932895,78.98,259.74,-0.004,66322.99,1.7843064944575993,0.0001,28.78334858,0.0011935799219382481,-0.004035308953341699,0.008743826817809275,27.104436682857145,77.35000000000001,1.696981813068811,1399.6717711119109,26.6205299,27.99539071,28.42509425,35.99561042,79.3,65748.1,0.0001
128,2010-07-26,2010-07-26 16:56:00,28.78334858,7666022.003,16.42416466761769,78.98,227.66,0.0,66443.26,10.388540623448671,0.0001,29.44748992,0.07995725171017787,0.0,0.001813398340454686,27.48851119571429,77.68714285714286,1.7342301101540323,1549.9439755973174,26.65230363,26.09482699,27.31065259,35.81218202,78.98,66322.99,0.0001
129,2010-07-27,2010-07-27 16:56:00,29.44748992,10359354.85,16.677515954012573,77.5,377.84,-0.0187,66674.44,7.38047892659528,0.0001,28.60077883,0.023073803874976484,-0.018738921245885054,0.003479359682231342,27.315819135714285,77.9,1.3927826335201439,1279.2688805813107,28.78334858,30.65633434,29.27628114,34.81591881,78.98,66443.26,0.0001
130,2010-07-28,2010-07-28 16:56:00,28.60077883,11317107.42,16.167766438665915,76.99,314.17,-0.0066,66808.25,4.021831299293321,0.0001,28.58188143,-0.02875325171348253,-0.0065806451612904215,0.0020069159935951486,27.62153100714286,77.96428571428571,1.4085985315615863,999.5584932668309,29.44748992,26.46079573,29.60169992,38.12681177,77.5,66674.44,0.0001
131,2010-07-29,2010-07-29 16:56:00,28.58188143,10324527.29,16.064456738983814,78.36,350.58,0.0178,66953.83,8.028537909716537,0.0001,26.75769123,-0.0006607302588619302,0.01779451876867122,0.0021790721954249026,27.747257577142854,78.0957142857143,1.4554540701202112,857.4193175148167,28.60077883,27.70179544,28.58776353,36.15730957,76.99,66808.25,0.0001
132,2010-07-30,2010-07-30 16:56:00,26.75769123,12928975.48,14.986944791083229,78.95,294.43,0.0075,67515.4,10.797411706399672,0.0001,25.30499136,-0.06382330723985519,0.007529351710056087,0.008387421600825506,27.92057478857143,78.43714285714286,1.199081527704904,552.1124964300686,28.58188143,25.54447075,30.05294183,34.63486441,78.36,66953.83,0.0001
133,2010-08-02,2010-08-02 16:56:00,25.30499136,17740219.12,14.216287280898875,81.34,306.1,0.030299999999999997,68517.46,11.537838563342008,0.0004,27.00779812,-0.05429092732676699,0.03027232425585824,0.014841947170571634,27.73264071142857,78.72857142857143,1.5017048366526002,760.874648226795,26.75769123,26.6205299,27.39324881,36.32058706,78.95,67515.4,0.0001
134,2010-08-03,2010-08-03 16:56:00,27.00779812,24018594.03,15.20195773950242,82.55,290.98,0.0149,67997.36,1.308041891309819,0.0004,29.09066588,0.06729133931622888,0.014875829850012234,-0.0075907659157243845,27.783425638571426,79.23857142857142,1.4646341585085216,763.406871742567,25.30499136,26.65230363,29.82882764,38.95786737,81.34,68517.46,0.0004
135,2010-08-04,2010-08-04 16:56:00,29.09066588,20894744.13,16.50159729990357,82.47,293.32,-0.001,68272.0,10.695046270211538,0.0004,27.83642347,0.07712097634710835,-0.0009691096305269875,0.004038980336883657,27.827328109999996,79.73714285714286,1.5036876050037833,744.87578695726,27.00779812,28.78334858,30.25459772,34.57018488,82.55,67997.36,0.0004
136,2010-08-05,2010-08-05 16:56:00,27.83642347,11125037.63,15.8008874780042,82.01,234.81,-0.005600000000000001,68411.72,12.398614185068112,0.0004,28.49144923,-0.04311494330084409,-0.005577785861525353,0.002046519803140301,27.597175760000002,80.38142857142857,1.3273297873405838,698.6961914983126,29.09066588,29.44748992,28.29558352,34.71302934,82.47,68272.0,0.0004
137,2010-08-06,2010-08-06 16:56:00,28.49144923,11196586.53,16.12510568226838,80.7,397.53,-0.016,68094.76,9.715675967437232,0.0004,29.37000907,0.02353124713402699,-0.01597366174856729,-0.004633124265842281,27.581557245714286,80.91142857142857,1.3141299109602629,554.000822197225,27.83642347,28.60077883,26.9146745,41.11461065,82.01,68411.72,0.0004
138,2010-08-09,2010-08-09 16:56:00,29.37000907,10274879.18,16.63269287008721,81.48,267.08,0.0097,67862.28,10.383562673261482,0.0004,24.39239722,0.030835912659539888,0.009665427509293778,-0.003414065928127208,27.69414690857143,81.35714285714286,1.4416888803373704,343.9322333859846,28.49144923,28.58188143,25.8953837,38.52205229,80.7,68094.76,0.0004
139,2010-08-10,2010-08-10 16:56:00,24.39239722,16439672.02,13.820055082152974,80.25,385.85,-0.0151,67223.23,6.620950755605182,0.0004,27.50536741,-0.16947941140012723,-0.015095729013254844,-0.009416866041046745,27.356247764285712,81.54285714285716,1.901585825577363,432.451826752841,29.37000907,26.75769123,26.38178112,34.28019812,81.48,67862.28,0.0004
140,2010-08-11,2010-08-11 16:56:00,27.50536741,16895931.44,15.589960556594685,78.02,416.89,-0.0278,65790.29,3.4351025023354964,0.0004,28.56890962,0.12762051068304148,-0.027788161993769545,-0.02131614324393516,27.6705872,81.06857142857143,1.6742705266731752,910.1110452576406,24.39239722,25.30499136,25.85702086,36.87573216,80.25,67223.23,0.0004
141,2010-08-12,2010-08-12 16:56:00,28.56890962,13560332.89,16.258200330070565,75.74,430.79,-0.0292,65966.17,4.774563572802459,0.0004,29.65416586,0.03866671526857446,-0.029223276083055638,0.0026733428291623174,27.89360312857143,80.0957142857143,1.675242860694636,1091.9426528592446,27.50536741,27.00779812,25.59845986,35.893597,78.02,65790.29,0.0004
142,2010-08-13,2010-08-13 16:56:00,29.65416586,12344338.88,16.955895625821945,75.39,286.13,-0.0046,66264.43,4.049379482570292,0.0004,29.54037553,0.0379873174872678,-0.004621072088724532,0.004521408473464383,27.974103125714286,79.08428571428571,1.7540378182690135,1080.4641714382994,28.56890962,29.09066588,27.98769952,36.74862139,75.74,65966.17,0.0004
143,2010-08-16,2010-08-16 16:56:00,29.54037553,15292911.81,16.790028151642606,75.24,237.46,-0.002,66701.89,6.99818910295229,0.0004,30.845726,-0.0038372460226065996,-0.0019896538002388553,0.0066017318793809565,28.21752484857143,78.11714285714287,1.8474922921907575,911.2348342169622,29.65416586,27.83642347,26.85648739,37.01699433,75.39,66264.43,0.0004
144,2010-08-17,2010-08-17 16:56:00,30.845726,15546342.75,17.56290269316176,75.77,347.43,0.006999999999999999,67583.77,4.714622090082088,0.0004,27.65112656,0.04418868909348639,0.007044125465178075,0.013221214571281337,28.553850101428573,77.41285714285713,2.102378439366902,809.0043662810764,29.54037553,28.49144923,25.02908813,35.83220471,75.24,66701.89,0.0004
145,2010-08-18,2010-08-18 16:56:00,27.65112656,20458394.46,15.769105537496436,75.42,247.1,-0.0046,67638.38,4.967287722474989,0.0004,26.5124911,-0.10356700438822541,-0.004619242444239058,0.0008080342366221238,28.308295457142858,76.54714285714286,2.0915180037812564,761.676527326984,30.845726,29.37000907,26.26522361,33.57857808,75.77,67583.77,0.0004
146,2010-08-19,2010-08-19 16:56:00,26.5124911,26365818.56,15.093072469543436,74.43,123.22,-0.0131,66887.13,5.671813405492587,0.0004,26.19773346,-0.041178628202698575,-0.013126491646777927,-0.011106859744423159,28.611166011428573,75.71571428571428,1.4997347341973506,736.1802562293063,27.65112656,24.39239722,27.33572747,34.56784671,75.42,67638.38,0.0004
147,2010-08-20,2010-08-20 16:56:00,26.19773346,17204825.44,14.938549044876543,73.46,33.38,-0.013000000000000001,66677.16,3.4355788248982,0.0004,25.55427724,-0.011872050755728503,-0.01303237941690194,-0.0031391689253223998,28.42436116142857,75.06428571428572,1.7249550432420497,623.1065164426359,26.5124911,27.50536741,27.15502106,37.11439121,74.43,66887.13,0.0004
148,2010-08-23,2010-08-23 16:56:00,25.55427724,10445115.53,14.539302025489304,73.1,252.44,-0.0049,65981.86,-0.5143465335323505,0.0004,26.67855035,-0.024561522506611477,-0.004900626191124413,-0.010427858655047695,27.993699392857142,74.68714285714285,2.0318718772780793,619.5539607230048,26.19773346,28.56890962,24.93261642,37.25955964,73.46,66677.16,0.0004
149,2010-08-24,2010-08-24 16:56:00,26.67855035,15741964.99,15.104201070033405,71.63,340.99,-0.020099999999999996,65156.36,1.907605491055997,0.0004,27.32054908,0.043995496309329196,-0.02010943912448704,-0.012511014390925057,27.56861146285714,74.14999999999999,1.9355701069212103,874.1678607082176,25.55427724,29.65416586,28.53757018,35.44416809,73.1,65981.86,0.0004
150,2010-08-25,2010-08-25 16:56:00,27.32054908,21490797.01,15.408352083920818,72.52,343.41,0.0124,64803.43,-0.0314699085197545,0.0004,27.27814769,0.02406422843735956,0.012424961608264784,-0.005416662318152854,27.25149339857143,73.76142857142858,1.7295627662929194,1119.4335094697462,26.67855035,29.54037553,27.99539071,34.65987752,71.63,65156.36,0.0004
151,2010-08-26,2010-08-26 16:56:00,27.27814769,22021940.22,15.3974642639422,73.36,362.83,0.0116,63867.48,-3.8766610789416345,0.0004,26.57577176,-0.0015519962602449366,0.01158301158301156,-0.014442908346055106,26.741839354285712,73.41714285714286,0.7316984715217125,1321.7291417990648,27.32054908,30.845726,26.09482699,36.33675025,72.52,64803.43,0.0004
152,2010-08-27,2010-08-27 16:56:00,26.57577176,14878776.51,15.066484358523724,75.17,477.9,0.024700000000000003,65585.14,-1.633759503641885,0.0004,28.84370412,-0.025748666587705582,0.024672846237731694,0.02689412514788425,26.58821724,73.38142857142857,0.6120829008089518,1063.614383136211,27.27814769,27.65112656,30.65633434,33.3801014,73.36,63867.48,0.0004
153,2010-08-31,2010-08-31 16:56:00,28.84370412,15881290.78,16.455787380191694,71.92,469.41,-0.037200000000000004,65145.45,3.329193003704712,0.0004,27.57977277,0.08533834428144571,-0.04323533324464546,-0.006704110107868977,26.92124767142857,73.02285714285713,1.0450673506642485,892.9417161030584,26.57577176,26.5124911,26.46079573,33.51527447,75.17,65585.14,0.0004
154,2010-09-02,2010-09-02 16:56:00,27.57977277,26761467.63,15.748171512590648,75.02,340.17,0.015,66808.08,-2.494809352243943,0.0045000000000000005,28.68158175,-0.04382000816336207,0.0431034482758621,0.025521813112044045,27.118681858571428,73.24571428571427,1.0157357996452876,926.911045084657,28.84370412,26.19773346,27.70179544,31.72689888,71.92,65145.45,0.0004
155,2010-09-03,2010-09-03 16:56:00,28.68158175,46190272.71,16.311181613967243,74.6,379.3,-0.005600000000000001,66678.62,-1.9393988237190407,0.0045000000000000005,29.31145329,0.03994989332176413,-0.0055985070647827095,-0.0019377895607837203,27.565439645714285,73.46000000000001,0.8933515457250853,1038.5856127559916,27.57977277,25.55427724,25.54447075,34.0167849,75.02,66808.08,0.0045000000000000005
156,2010-09-08,2010-09-08 16:56:00,29.31145329,32338543.59,16.666545340308183,74.67,359.76,0.0078000000000000005,66407.28,4.617406932222923,0.0045000000000000005,26.40175505,0.02196083694024309,0.0009383378016085686,-0.004069370361894031,27.941568637142858,73.89428571428572,1.0049993201758847,1089.056386617912,28.68158175,26.67855035,26.6205299,33.34151032,74.6,66678.62,0.0045000000000000005
157,2010-09-10,2010-09-10 16:56:00,26.40175505,16665363.13,14.893526851695151,76.45,431.37,0.0296,66806.79,-0.6194882334573992,0.0045000000000000005,26.80768938,-0.09926830345845339,0.023838221507968438,0.0060160572756480235,27.810312347142855,74.4557142857143,1.1492682380880395,1103.7873718528547,29.31145329,27.32054908,26.65230363,34.10805838,74.67,66407.28,0.0045000000000000005
158,2010-09-13,2010-09-13 16:56:00,26.80768938,24171042.88,15.173018666515734,77.19,349.16,0.0097,68030.58,2.6653062585764387,0.0045000000000000005,28.23855635,0.015375278243103141,0.009679529103989504,0.018318347581136818,27.743104017142855,75.00285714285714,1.1982862605299156,934.8599016378922,26.40175505,27.27814769,28.78334858,36.42498397,76.45,66806.79,0.0045000000000000005
159,2010-09-14,2010-09-14 16:56:00,28.23855635,39196734.19,16.048281626506025,76.8,416.11,-0.0051,67691.85,6.6358314957310816,0.0045000000000000005,26.26020617,0.053375244308355274,-0.005052467936261129,-0.004979084405865697,27.980644672857146,75.23571428571428,1.0880540157237601,932.3976576087166,26.80768938,26.57577176,29.44748992,35.83134417,77.19,68030.58,0.0045000000000000005
160,2010-09-15,2010-09-15 16:56:00,26.26020617,40928456.41,14.96819777131783,76.02,356.33,-0.0102,68106.85,7.272839532035058,0.0045000000000000005,26.04925052,-0.0700584745013001,-0.010156249999999978,0.006130723270231231,27.611573537142856,75.82142857142857,1.1807280068588035,702.4003881316912,28.23855635,28.84370412,28.60077883,34.53096066,76.8,67691.85,0.0045000000000000005
161,2010-09-16,2010-09-16 16:56:00,26.04925052,20305412.76,14.808282940139843,74.57,289.28,-0.0191,67662.99,1.440888706451959,0.0045000000000000005,25.3155785,-0.008033282322093771,-0.01907392791370699,-0.006517112449041518,27.39292750142857,75.75714285714285,1.3209788703617467,693.3950429932075,26.26020617,27.57977277,28.58188143,30.92333471,76.02,68106.85,0.0045000000000000005
162,2010-09-17,2010-09-17 16:56:00,25.3155785,18012579.55,14.41661645785877,73.66,195.83,-0.012199999999999999,67089.12,-0.7319064917509222,0.0045000000000000005,27.61362478,-0.028164803414850836,-0.012203298913772254,-0.008481298269556348,26.912069894285715,75.62285714285714,1.3848039505406808,643.6410430622175,26.04925052,28.68158175,26.75769123,31.57255537,74.57,67662.99,0.0045000000000000005
163,2010-09-21,2010-09-21 16:56:00,27.61362478,28615328.38,15.832592615102344,73.52,34.58,-0.0179,67719.13,5.028611824028606,0.0045000000000000005,30.14287929,0.09077597337939558,-0.0019006244909041126,0.009390643371086194,26.66952296428571,75.45857142857143,0.9856831280785074,475.71793268794244,25.3155785,29.31145329,25.30499136,29.51463988,73.66,67089.12,0.0045000000000000005
